GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	INDIGO.NoDrug.Control
Rv1066	Rv1066	hypothetical protein	microaerophilic:13%; hypoxia_late:11%	3.151	0.000222317274378088	155.56	180	81	58	289	235	484.73	38.35
Rv0574c	Rv0574c	hypothetical protein	ctl_stationary:16%; hypoxia_late:15%	2.8565	7.19690898406971e-05	180.12	165	168	262	173	143	110.85	14.84
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	3.4127	0.000300632141946349	159.89	177	52	34	340	340	2036.75	112.66
accD1	Rv2502c	acetyl-/propionyl-CoA carboxylase subunit beta	low_iron:17%; microaerophilic:13%; butyrate:12%	2.6185	1.81372691556981e-05	191.41	139	251	273	157	156	389.52	80.49
pks1	Rv2946c	polyketide synthase	acidic:13%; high_iron:10%	2.6158	7.70731038421175e-07	224.41	148	447	383	78	174	512.19	169.72
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	2.8538	0.000123788116254469	166.83	174	144	123	226	176	211.21	25.96
spoU	Rv3366	tRNA/rRNA methylase SpoU	human_sputum:25%; hypoxia_late:15%	3.1205	0.000204616259313237	159.67	187	91	84	266	210	310.53	26.25
Rv3548c	Rv3548c	short-chain type dehydrogenase/reductase	microaerophilic:19%; human_sputum:12%	2.7098	7.21194374005605e-05	176.98	146	175	167	205	195	394.79	60.83
PPE61	Rv3532	PPE family protein PPE61	hypoxia_late:29%	2.7595	7.08863619627109e-05	181.41	170	184	236	179	144	108.23	16.26
fadA6	Rv3556c	acetyl-CoA acetyltransferase FadA	human_sputum:21%; hypoxia_fatty_acids:12%	2.6017	4.2994222028002e-05	178.11	144	212	149	191	200	489.37	90.87
mbtM	Rv1345	long-chain-fatty-acid--ACP ligase MbtM	low_iron:33%	2.5519	2.18050672835642e-05	199.06	143	265	247	164	190	490.08	106.71
PPE27	Rv1790	PPE family protein PPE27	hypoxia_late:29%; human_sputum:14%	2.6854	0.000110263779349982	179.7	179	186	157	213	166	117.36	17.77
Rv1722	Rv1722	carboxylase	hypoxia_late:23%	2.5649	5.02245955425459e-05	188.52	172	240	222	175	142	120.29	23.48
echA19	Rv3516	enoyl-CoA hydratase EchA19	hypoxia_fatty_acids:18%; human_sputum:15%; hypoxia_late:11%	2.7569	0.00013395695586325	179.38	175	157	136	245	193	229.55	31.06
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	2.6475	8.70434607871365e-06	220.42	135	269	200	134	420	2033.14	454.16
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	2.5186	8.60722064604223e-06	211.74	145	327	248	135	233	769.99	198.94
Rv3081	Rv3081	hypothetical protein	ctl_stationary:14%; hypoxia_late:13%	2.5335	5.32841686595321e-05	195.33	154	233	230	195	171	304.33	60.18
PE_PGRS7	Rv0578c	PE-PGRS family protein PE_PGRS7	cholesterol:15%; microaerophilic:13%; hypoxia_late:12%	2.4906	2.46878902652637e-06	229.66	161	448	459	106	104	160.23	50.93
MT2092	MT2092	hypothetical protein	cholesterol:26%; hypoxia_fatty_acids:12%; ctl_stationary:10%	3.8044	0.00106916030285535	169.86	235	29	32	396	357	908.69	28.05
Rv2250A	Rv2250A	flavoprotein	hypoxia_late:14%; ctl_stationary:13%; hypoxia_fatty_acids:10%	3.1515	0.000411414215678833	172.5	218	82	91	285	238	263.03	20.22
hsaC	Rv3568c	extradiol dioxygenase	hypoxia_fatty_acids:19%	2.6034	8.72228425583937e-05	192.21	157	192	129	234	265	767.35	129.45
cyp51	Rv0764c	lanosterol 14-alpha demethylase	microaerophilic:15%; hypoxia_fatty_acids:11%; butyrate:10%; ctl_stationary:10%; hypoxia_late:10%	2.5081	5.34965383826088e-05	197.9	160	250	245	192	153	198.32	40.41
Rv1734c	Rv1734c	hypothetical protein	nutrient_limitation:49%; cholesterol:21%	3.3039	0.000672765875095959	164.55	224	54	29	360	305	562.76	32.8
csd	Rv1464	cysteine desulfurase	low_iron:26%; zinc_limitation:18%	2.5101	4.74953640200669e-05	203.99	153	242	211	194	226	581.13	119.44
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	2.462	8.00933780983765e-07	255.28	205	597	559	76	77	94.6	36.72
Rv0106	Rv0106	hypothetical protein	zinc_limitation:74%	2.5297	7.02133985036364e-05	209.23	158	227	305	198	173	274.63	53.15
Rv2620c	Rv2620c	transmembrane protein	low_iron:18%; butyrate:14%; microaerophilic:13%; ctl_stationary:11%; hypoxia_fatty_acids:11%	2.9787	0.000301258658777627	193.61	189	102	127	313	281	708	66.88
Rv1049	Rv1049	transcriptional repressor	human_sputum:30%; hypoxia_late:23%	3.0381	0.000440529211327743	186.39	217	97	116	299	244	283.84	24.79
rpfE	Rv2450c	resuscitation-promoting factor RpfE	hypoxia_rar:25%; zinc_limitation:20%; hypoxia_late:12%	2.7977	0.000298157680242416	189.07	199	124	86	317	270	483.11	55.92
lhr	Rv3296	ATP-dependent helicase	hypoxia_late:19%; zinc_limitation:12%	2.4103	2.22252490784325e-06	248.8	185	510	526	97	98	130.58	46.55
aspB	Rv3565	aspartate aminotransferase AspB	hypoxia_late:17%; human_sputum:13%	2.5233	0.00012165339335498	199.8	193	223	192	218	175	136.72	24.92
grpE	Rv0351	stress response protein GrpE	hypoxia_fatty_acids:17%; microaerophilic:16%	2.683	0.000131594258811448	210.49	156	165	109	272	411	1960.23	287.83
fadD8	Rv0551c	fatty-acid--CoA ligase FadD8	hypoxia_late:15%; human_sputum:13%	2.4001	3.8320238171208e-05	210.37	176	308	265	178	146	175.38	42.45
Rv1004c	Rv1004c	membrane protein	hypoxia_late:20%	2.4581	8.86056880599799e-05	200.17	184	252	196	209	165	158.35	32.04
Rv0263c	Rv0263c	hypothetical protein	butyrate:12%	2.5496	0.000147566287453834	200.08	188	195	148	262	216	269.24	45.59
espK	Rv3879c	ESX-1 secretion-associated protein EspK	PBS_RIF_DDmtb:10%	2.3927	1.36420304109258e-05	222.78	163	360	256	152	212	535.1	149.51
PE_PGRS59	Rv3595c	PE-PGRS family protein PE_PGRS59	hypoxia_late:15%	2.4083	7.15390822392943e-05	205.3	183	274	187	203	186	246.47	53.93
PE22	Rv2107	PE family protein PE22	hypoxia_late:24%; hypoxia_hypoxic:16%; human_sputum:12%	3.061	0.000558264758702705	192.84	207	75	66	369	363	1201.47	94.16
PE_PGRS5	Rv0297	PE-PGRS family protein PE_PGRS5	acidic:16%; low_iron:10%	2.3694	2.80285328586752e-05	217.96	173	330	249	174	183	356.8	92.28
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	2.4257	6.30225596906571e-05	211.16	182	285	258	193	152	160.21	35.66
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	2.4568	8.35193100604994e-05	210.78	171	241	193	221	232	495.98	100.63
kshB	Rv3571	3-ketosteroid-9-alpha-hydroxylase reductase subunit	hypoxia_fatty_acids:28%; hypoxia_late:12%; ctl_stationary:11%	2.4767	0.000114153635882876	211.16	181	224	223	232	198	244.41	47.03
PE_PGRS49	Rv3344c	PE-PGRS family protein PE_PGRS49	hypoxia_late:54%	2.8384	0.00049704204992364	196.5	273	167	164	219	170	29.2	2.71
kshA	Rv3526	3-ketosteroid-9-alpha-hydroxylase oxygenase subunit	hypoxia_fatty_acids:31%	2.4334	7.64830900296229e-05	212.31	169	253	183	220	243	576.08	121.05
MT3626	MT3626	hypothetical protein	hypoxia_fatty_acids:30%	2.4519	7.27479657141454e-05	216.94	166	255	221	214	234	567.43	118.25
Rv2033c	Rv2033c	hypothetical protein	hypoxia_late:23%; hypoxia_hypoxic:11%	2.6296	0.000196631190017717	213.39	194	177	238	258	205	209.1	32.15
Rv2003c	Rv2003c	hypothetical protein	hypoxia_hypoxic:18%; cholesterol:15%	2.5481	0.000248657499373425	210.08	216	190	155	278	221	183.84	29.87
PE_PGRS16	Rv0977	PE-PGRS family protein PE_PGRS16	microaerophilic:25%; hypoxia_late:19%	2.3342	2.0303930858985e-05	241.58	198	415	410	149	117	71.71	21.02
dnaJ1	Rv0352	chaperone protein DnaJ	microaerophilic:16%; hypoxia_fatty_acids:13%	2.4274	7.40522833411821e-05	232.82	164	257	218	215	325	1041.26	224.26
PPE15	Rv1039c	PPE family protein PPE15	hypoxia_late:32%; human_sputum:15%	2.6043	0.000154369864926061	233.67	200	207	449	200	158	111.18	18.9
argB	Rv1654	acetylglutamate kinase	microaerophilic:13%; hypoxia_hypoxic:11%; hypoxia_late:10%; zinc_limitation:10%	2.5352	0.000207204832252649	218.63	201	194	215	270	217	219.8	37.02
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	2.5246	0.000223009945910153	215.54	191	185	132	298	297	637.81	105.24
PE_PGRS29	Rv1468c	PE-PGRS family protein PE_PGRS29	hypoxia_late:16%; microaerophilic:14%	2.4836	0.000148669339017905	222.07	192	231	261	243	188	175.24	32.92
PE_PGRS32	Rv1803c	PE-PGRS family protein PE_PGRS32	hypoxia_late:34%	2.3748	7.7752511135059e-05	230.4	213	320	327	181	141	63.23	15.02
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	2.6429	0.000263889337002794	220.96	209	172	252	264	214	161.07	23.71
cyp138	Rv0136	cytochrome P450 Cyp138	hypoxia_fatty_acids:23%	2.3723	9.58462203928843e-05	229.08	190	282	282	212	189	214.39	47.88
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	2.2779	3.39345119570023e-05	248.83	203	398	402	168	136	97.07	28.03
Rv3054c	Rv3054c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:10%; ctl_stationary:10%	2.8546	0.00100367231877843	210.4	276	119	107	315	286	124.16	12.3
thiL	Rv2977c	thiamine-monophosphate kinase	zinc_limitation:18%; hypoxia_late:14%	2.4033	0.000195727685822725	220.36	212	235	161	277	225	210.55	41.02
PE_PGRS47	Rv2741	PE-PGRS family protein PE_PGRS47	hypoxia_late:14%; microaerophilic:10%	2.2933	8.06412869494725e-05	244.35	196	323	376	199	161	155.11	39.15
Rv0083	Rv0083	oxidoreductase	hypoxia_late:24%	2.2608	6.16723913640836e-05	244.86	208	373	353	187	145	118.79	32.49
mutA	Rv1492	methylmalonyl-CoA mutase small subunit	hypoxia_late:14%; hypoxia_fatty_acids:10%	2.221	5.55365158275373e-05	247.05	204	383	332	189	163	187.48	53.57
Rv0571c	Rv0571c	hypothetical protein	ctl_stationary:21%; hypoxia_late:15%	2.3309	0.000138378707829835	238.16	211	289	291	231	179	146.24	33.16
mutB	Rv1493	methylmalonyl-CoA mutase large subunit	microaerophilic:11%; hypoxia_late:11%	2.2069	3.16095154507959e-05	261.15	206	431	408	170	155	196.76	62.09
ppsD	Rv2934	phthiocerol synthesis polyketide synthase type I PpsD	zinc_limitation:13%; hypoxia_rar:10%; microaerophilic:10%	2.2789	1.76814743652476e-06	308.59	230	697	563	91	169	346.77	151.42
fadB2	Rv0468	3-hydroxybutyryl-CoA dehydrogenase	nutrient_limitation:29%	2.4481	0.000184790167302656	239.96	186	209	202	280	339	951.62	177.8
irtA	Rv1348	iron ABC transporter ATP-binding protein/permease IrtA	low_iron:25%; hypoxia_late:12%	2.2222	2.58225932404208e-05	267.32	210	450	478	160	133	111.88	35.94
aroF	Rv2540c	chorismate synthase	microaerophilic:26%	2.2805	0.000131730217744635	244.51	195	291	228	260	254	433.15	102.49
argD	Rv1655	acetylornithine aminotransferase	hypoxia_late:20%; hypoxia_hypoxic:14%	2.3665	0.000191463067632309	235.57	221	263	251	249	197	132.95	27.99
espG3	Rv0289	ESX-3 secretion-associated protein EspG3	microaerophilic:27%; zinc_limitation:13%; cholesterol:13%	2.4411	0.000160902758959898	257.12	178	221	137	279	555	2970.86	567.58
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	2.4983	0.000432618664922077	234.17	222	181	151	342	302	445.19	70.37
aldA	Rv0768	aldehyde dehydrogenase AldA	butyrate:16%; ctl_stationary:15%; hypoxia_fatty_acids:15%; hypoxia_late:12%	2.4264	0.000185297681262667	251.83	226	273	413	206	172	74.54	15.13
Rv3831	Rv3831	hypothetical protein	butyrate_plus_glucose:41%; butyrate:13%	2.607	0.000683241320542962	230.99	227	145	99	387	371	762.79	99.52
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	2.2357	0.00012741474006156	253.25	215	328	325	230	185	160.77	41.12
hsaA	Rv3570c	flavin-dependent monooxygenase oxygenase subunit HsaA	hypoxia_fatty_acids:25%; human_sputum:13%	2.2537	0.000136447768531844	257.81	197	298	201	267	341	810.7	196.03
fadD35	Rv2505c	fatty-acid--CoA ligase FadD35	hypoxia_late:16%; ctl_stationary:14%	2.2237	0.000146545000879337	257.35	225	345	329	223	184	93.59	24.1
MT1777	MT1777	hypothetical protein	nutrient_limitation:49%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	3.7849	0.00463226153988685	220.68	434	34	147	329	301	117.63	2.84
ffh	Rv2916c	signal recognition particle protein	zinc_limitation:9%	2.1687	9.61394553143534e-05	270.83	214	366	357	217	222	291.04	82.53
Rv2619c	Rv2619c	hypothetical protein	low_iron:16%; butyrate:13%; hypoxia_fatty_acids:12%	2.7052	0.00146944744077501	240.5	254	110	93	439	421	649.46	69.36
Rv3542c	Rv3542c	hypothetical protein	human_sputum:17%; hypoxia_fatty_acids:16%	2.3551	0.000315371709957729	255.82	220	232	297	293	242	224.4	44.62
ctpH	Rv0425c	metal cation transporting ATPase H	zinc_limitation:11%	2.1319	4.58810624665289e-06	325.14	240	732	592	113	160	273.8	123.51
fmu	Rv1407	methyltransferase	hypoxia_late:24%	2.2808	0.000208754166143252	266.01	223	305	366	251	201	112.72	26.09
PPE39	Rv2353c	PPE family protein PPE39	human_sputum:45%; hypoxia_late:23%; ctl_stationary:10%	2.4752	0.000666806069028895	250.05	258	218	246	273	257	62.04	10.05
fadE8	Rv0672	acyl-CoA dehydrogenase FadE8	PBS_RIF_DDmtb:17%; hypoxia_fatty_acids:15%	2.1289	0.000107282060891155	287	219	395	396	224	230	317.16	93.59
PPE1	Rv0096	PPE family protein PPE1	hypoxia_late:49%; human_sputum:12%	2.4734	0.000600192573018981	258.53	278	245	316	239	220	43.11	7.36
Rv0386	Rv0386	transcriptional regulator	hypoxia_late:28%; ctl_stationary:10%	2.0685	2.84192219462314e-05	302.37	239	589	546	156	129	69.07	26.43
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	2.1046	0.000118523938072554	292.56	229	421	501	211	168	111.34	34
Rv0195	Rv0195	two component transcriptional regulator	ctl_stationary:19%; hypoxia_late:16%; human_sputum:12%; nutrient_limitation:12%; PBS_RIF_DDmtb:11%	2.6144	0.0015397442609717	255.99	293	155	203	343	312	106.78	13.46
pks12	Rv2048c	polyketide synthase	hypoxia_late:11%	2.2836	2.28809594037729e-07	420.33	316	1165	1042	51	125	175.76	105.49
Rv1463	Rv1463	ABC transporter ATP-binding protein	low_iron:28%; zinc_limitation:17%	2.2726	0.000474829926292553	264.89	232	239	163	353	366	633.45	128.65
glpD1	Rv2249c	glycerol-3-phosphate dehydrogenase	hypoxia_late:28%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	2.1432	0.000264535933289915	273.79	249	355	302	255	218	80.03	21.19
fadB5	Rv1912c	oxidoreductase FadB	hypoxia_late:19%	2.2336	0.000495920169051966	269.51	248	278	233	325	268	167.93	36.48
PE_PGRS2	Rv0124	PE-PGRS family protein PE_PGRS2	hypoxia_late:43%	2.4673	0.000745914591441249	289.46	285	244	538	233	199	35.78	6.19
mbtN	Rv1346	acyl-ACP dehydrogenase MbtN	low_iron:33%	2.1297	0.00028980441154977	287.21	231	331	279	304	296	371.18	95.66
Rv1674c	Rv1674c	transcriptional regulator	hypoxia_late:29%; ctl_stationary:16%	2.6798	0.00160361047089602	288.51	289	151	426	324	289	96.9	11.53
Rv1050	Rv1050	oxidoreductase	hypoxia_late:50%; human_sputum:10%	2.4601	0.00145555419749269	263.98	317	204	199	308	306	60.36	9.15
PPE29	Rv1801	PPE family protein PPE29	hypoxia_late:24%; ctl_stationary:19%; PBS_RIF_DDmtb:14%	2.5093	0.00119222725503474	286.83	314	225	406	257	249	38.97	5.91
PE_PGRS28	Rv1452c	PE-PGRS family protein PE_PGRS28	hypoxia_late:46%	2.2017	0.000296049898773923	294.93	283	406	448	207	178	32.57	8.35
fadE13	Rv0975c	acyl-CoA dehydrogenase FadE13	microaerophilic:70%	2.2774	0.000602927683471371	279.14	259	276	333	291	241	81.84	17.23
gatA	Rv3011c	glutamyl-tRNA(GLN) amidotransferase subunit A	hypoxia_late:24%	2.0941	0.000246795325566337	293.92	241	376	390	271	213	127.78	36.11
canA	Rv1284	beta-carbonic anhydrase	acidic_tyloxopol:18%	2.481	0.001778779587656	264.39	286	162	121	430	397	273.91	37.71
accA2	Rv0973c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:63%	2.0857	0.000151522184039856	307	243	432	583	204	164	71.16	22
Rv3830c	Rv3830c	TetR family transcriptional regulator	butyrate_plus_glucose:41%; butyrate:11%	2.4328	0.00150251343311688	268.06	282	182	175	389	347	148.17	22.56
pdc	Rv0853c	alpha-keto-acid decarboxylase	hypoxia_late:13%	2.055	0.000193655189997708	296.76	242	420	393	253	206	113.9	34.49
Rv1084	Rv1084	hypothetical protein	hypoxia_late:16%; microaerophilic:16%	2.0017	0.000120428382882303	307.66	236	483	495	216	180	119.67	40.81
Rv0538	Rv0538	membrane protein	ctl_stationary:16%; PBS_RIF_DDmtb:10%	2.0539	0.000161532251622769	303.86	233	423	424	254	219	177.7	54.67
Rv2016	Rv2016	hypothetical protein	zinc_limitation:19%; hypoxia_fatty_acids:19%	2.3116	0.00142670602009142	268.88	268	193	124	426	398	361.82	61.42
citE	Rv2498c	citrate (pro-3S)-lyase subunit beta	microaerophilic:21%; low_iron:15%	2.1904	0.000791002841741502	286.6	253	261	224	372	336	318.16	68.07
Rv0613c	Rv0613c	hypothetical protein	hypoxia_late:13%	1.9458	4.97483521904221e-05	341.77	244	603	589	185	207	251.33	101.88
PPE33	Rv1809	PPE family protein PPE33	acidic:20%; acidic_tyloxopol:14%; zinc_limitation:11%	2.039	0.000326290773977763	294.81	257	391	303	294	240	147.46	42.39
Rv1894c	Rv1894c	hypothetical protein	hypoxia_fatty_acids:24%; microaerophilic:15%; ctl_stationary:11%	2.1026	0.000375122109801916	300.8	238	334	307	322	308	365.41	94.94
eccB3	Rv0283	ESX-3 secretion system protein EccB3	microaerophilic:45%; zinc_limitation:15%	2.0319	0.000130181043703746	330.47	228	436	328	252	438	1211.3	389.48
Rv3899c	Rv3899c	hypothetical protein	hypoxia_late:28%	2.1166	0.000437103342725581	299.35	255	339	360	303	248	146.11	37.59
Rv2628	Rv2628	hypothetical protein	cholesterol:49%; microaerophilic:10%	2.6548	0.00331133953547747	281.31	318	118	153	471	445	288.57	30.71
xylB	Rv0729	D-xylulose kinase XylB	hypoxia_late:33%	2.1934	0.000805540283185931	291.38	298	312	321	283	246	52.68	12.03
Rv2164c	Rv2164c	hypothetical protein	microaerophilic:20%	2.0843	0.00039400335658792	302.38	245	337	330	321	284	257.29	68.23
Rv1278	Rv1278	hypothetical protein	hypoxia_late:17%; zinc_limitation:17%	1.9018	8.10903795956868e-05	331.8	264	636	529	196	159	94.45	38.16
PPE2	Rv0256c	PPE family protein PPE2	hypoxia_late:11%	1.9838	0.000172225684323431	321.99	237	455	441	265	247	260.56	86.14
Rv0552	Rv0552	hypothetical protein	hypoxia_late:18%	2.0079	0.000248933555397103	313.98	250	428	418	274	228	129.89	40.13
infB	Rv2839c	translation initiation factor IF-2	PBS_RIF_DDmtb:15%	1.9609	4.08535673647984e-05	380.43	246	634	608	176	351	751.06	310.68
metA	Rv3341	homoserine O-acetyltransferase	acidic_tyloxopol:22%; microaerophilic:11%	2.0807	0.000484510813695405	306.48	252	336	334	328	287	215.83	56.3
ligA	Rv3014c	DNA ligase A	hypoxia_late:21%	1.9485	0.000152819832504046	331.32	256	512	575	228	177	100.6	35.95
Rv0726c	Rv0726c	S-adenosylmethionine-dependent methyltransferase	human_sputum:12%	2.0328	0.000482330365843584	303.89	251	344	257	344	331	330.32	89.19
Rv1403c	Rv1403c	methyltransferase	ctl_stationary:16%; hypoxia_late:13%	2.1788	0.00112901124727477	296.03	265	262	243	388	334	191.02	40.12
Rv0650	Rv0650	sugar kinase	hypoxia_late:66%	2.7772	0.0049496888444253	290.55	469	139	268	310	317	30.06	2.14
celA1	Rv0062	cellulase CelA	hypoxia_late:16%; hypoxia_rar:12%; tyloxopol:12%	2.0794	0.000458362384120437	319.09	247	340	403	326	290	263.69	69.52
Rv0921	Rv0921	resolvase	microaerophilic:15%; hypoxia_late:14%; ctl_stationary:11%	2.2704	0.00172925492681281	294.58	280	205	168	450	424	422.91	74.62
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	2.1766	0.000603968897134396	319.66	277	335	523	263	236	55.27	13.34
Rv1532c	Rv1532c	hypothetical protein	hypoxia_late:9%	2.3987	0.00252253066145312	290.73	297	163	134	488	466	559.94	80.83
MT2541	MT2541	hypothetical protein	hypoxia_fatty_acids:18%; ctl_stationary:10%	2.173	0.00131486799745319	297.7	292	275	229	380	323	126.81	26.73
MT3653.1	MT3653.1	hypothetical protein	human_sputum:32%; hypoxia_late:14%; butyrate:13%	3.3715	0.00973449847666766	274.32	443	36	28	651	623	668.85	26.25
eccC3	Rv0284	ESX-3 secretion system protein EccC3	microaerophilic:32%; zinc_limitation:13%; low_iron:11%	1.9656	1.28845639389151e-05	418.55	272	806	705	140	362	731.5	354.07
kstR2	Rv3557c	HTH-type transcriptional regulator KstR2	human_sputum:40%	2.2068	0.00160405182362694	295.54	275	220	140	457	455	596.97	113.26
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	2.1309	0.000761520499862106	309.52	269	311	346	337	288	126.42	30.11
PPE63	Rv3539	PPE family protein PPE63	hypoxia_late:17%	2.0234	0.000442819673635975	315.41	271	390	397	296	239	97.15	28.02
mpt70	Rv2875	major secreted immunogenic protein Mpt70	PBS_RIF_DDmtb:79%	2.289	0.00218571322968421	293.06	306	197	165	444	406	223.14	37.96
Rv0958	Rv0958	magnesium chelatase	hypoxia_late:10%	1.9874	0.000388950298013147	325.39	262	414	398	306	263	183.95	55.14
ahpC	Rv2428	alkyl hydroperoxide reductase subunit AhpC	zinc_limitation:27%; hypoxia_rar:10%; hypoxia_hypoxic:10%	2.1986	0.00162716687060563	301.15	266	217	142	464	496	983.01	187.29
recG	Rv2973c	ATP-dependent DNA helicase RecG	hypoxia_late:23%	1.8838	0.000157157649081077	349.7	270	571	587	240	181	94.26	36.24
Rv2466c	Rv2466c	hypothetical protein	hypoxia_fatty_acids:20%; ctl_stationary:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%; microaerophilic:10%	2.2946	0.00230260196483522	300.45	310	202	207	429	390	164.73	28.15
smc	Rv2922c	chromosome partition protein Smc	hypoxia_late:18%	1.8537	2.96310748218567e-05	402.68	290	815	885	166	147	125.04	61.31
Rv1128c	Rv1128c	hypothetical protein	human_sputum:19%; hypoxia_late:16%; zinc_limitation:11%	1.9649	0.000595615991937167	315.73	284	405	287	331	280	100.1	29.29
tkt	Rv1449c	transketolase	zinc_limitation:8%	1.8542	0.000122940539411678	374.95	260	602	503	238	335	531.61	213.66
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	2.1428	0.00142103876106065	319.75	303	293	315	363	327	98.86	21.65
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	2.0427	0.000667999325013851	341.87	267	351	517	327	274	113.44	30.41
Rv0516c	Rv0516c	anti-anti-sigma factor	butyrate:17%	2.2699	0.00230747542237227	309.17	291	187	106	506	595	1616.8	270.14
ctpV	Rv0969	copper-exporting ATPase	microaerophilic:68%; hypoxia_fatty_acids:11%	1.8144	0.00014745108083152	378.2	281	651	631	242	204	125.38	52.09
Rv2629	Rv2629	hypothetical protein	microaerophilic:16%; cholesterol:13%; hypoxia_hypoxic:12%	1.9673	0.000580351937042883	351.17	261	381	351	356	417	641.63	185.36
PPE43	Rv2768c	PPE family protein PPE43	hypoxia_late:24%	2.1044	0.00144430861259002	346.36	312	316	486	333	300	61.27	14.45
groES	Rv3418c	chaperonin GroES	acidic_tyloxopol:12%; hypoxia_fatty_acids:12%	2.5024	0.0040344290245476	333.96	313	127	75	590	868	6050.76	720.77
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	1.9113	0.00065110578806611	357.15	304	463	480	300	266	62.74	20.1
Rv2689c	Rv2689c	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:19%; ctl_stationary:11%	2.0036	0.00104443664865274	359.15	287	361	532	345	295	93.69	25.29
ltp4	Rv3522	lipid transfer protein	hypoxia_late:13%; human_sputum:12%	1.9411	0.00118814840748457	343.6	294	369	331	390	338	163.77	45.34
