GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	sputum_250754_W0	sputum_503557_W0
aldA	Rv0768	aldehyde dehydrogenase AldA	butyrate:16%; ctl_stationary:15%; hypoxia_fatty_acids:15%; hypoxia_late:12%	1.5874	0.00537099978693164	177.32	152	248	196	166	135	74.85	22.91
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	1.5628	0.00360974941900313	188.03	124	257	174	177	222	2030.95	673.29
Rv2049c	Rv2049c	hypothetical protein	hypoxia_late:11%	1.5843	0.00627988704997433	174.77	155	239	160	180	147	463.62	146.48
Rv1375	Rv1375	hypothetical protein	acidic_tyloxopol:21%; acidic:19%	1.537	0.00386272109745829	190.55	130	268	175	183	210	1816.01	612.81
MT1218	MT1218	mycocerosic acid synthase	acidic:18%; acidic_tyloxopol:14%	1.5558	0.00370232632692291	193.44	126	258	238	172	188	289.67	95.75
Rv2011c	Rv2011c	hypothetical protein	hypoxia_fatty_acids:29%; ctl_stationary:22%	1.8779	0.0165600394636586	188.29	220	156	181	143	252	60.85	13.51
Rv1639c	Rv1639c	hypothetical protein	acidic_tyloxopol:13%; butyrate:12%; butyrate_plus_glucose:10%	1.5268	0.0042521337454099	190.15	138	275	239	188	131	281.37	94.18
fadE26	Rv3504	acyl-CoA dehydrogenase FadE26	hypoxia_fatty_acids:15%; hypoxia_late:12%; ctl_stationary:10%	1.4997	0.00458992446927356	191.18	144	281	221	194	134	284.56	97.21
Rv2629	Rv2629	hypothetical protein	microaerophilic:16%; cholesterol:13%; hypoxia_hypoxic:12%	1.5113	0.00437239358657508	193.55	137	278	212	192	163	641	218.94
PPE63	Rv3539	PPE family protein PPE63	hypoxia_late:17%	1.5653	0.00528102986137651	197.95	143	256	314	176	130	96.18	30.33
mce3B	Rv1967	Mce family protein Mce3B	hypoxia_late:32%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	1.9116	0.0199679089678635	196.98	279	160	211	121	234	18.96	3.4
Rv3686c	Rv3686c	hypothetical protein	acidic:14%	1.4788	0.00514233476553014	192.86	151	284	208	202	136	841.89	292.47
Rv1671	Rv1671	membrane protein	hypoxia_late:18%; ctl_stationary:11%	2.1818	0.0310863979287064	195.88	334	91	178	144	283	34.28	4.51
Rv0260c	Rv0260c	transcriptional regulator	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:15%; hypoxia_hypoxic:10%	2.0171	0.0207832261664824	207.15	262	150	316	110	233	15.04	1.97
Rv3362c	Rv3362c	ATP/GTP-binding protein	INDIGO_exponential:9%	1.5432	0.00778783928759478	193.97	164	251	186	190	184	131.33	41.95
mmpS5	Rv0677c	membrane protein MmpS5	microaerophilic:31%; ctl_stationary:14%; hypoxia_fatty_acids:10%	1.7569	0.0130392279839762	199.31	196	190	242	155	219	86.62	22.39
blaI	Rv1846c	transcriptional repressor BlaI	cholesterol:14%	1.4709	0.00512527187518304	196.98	150	292	202	201	155	986.18	346.05
Rv0474	Rv0474	HTH-type transcriptional regulator	hypoxia_hypoxic:14%	1.5464	0.00807041023216759	197.91	178	254	227	189	150	262.48	84.97
Rv2307A	Rv2307A	hypothetical protein	hypoxia_late:17%; human_sputum:13%	3.1488	0.0883764900744793	189.34	562	18	28	276	359	37.68	0
ald	Rv2780	L-alanine dehydrogenase	cholesterol:28%; low_iron:27%	1.4712	0.0053853965233249	198.7	154	291	232	203	133	182.54	63.1
Rv2991	Rv2991	hypothetical protein	nutrient_limitation:10%	1.5483	0.00809642094086027	206.29	161	246	286	182	170	167.42	54.06
fprB	Rv0886	ferredoxin/ferredoxin--NADP reductase	low_iron:21%; hypoxia_late:11%; PBS_RIF_DDmtb:10%	1.6763	0.00825612086759387	215.98	169	228	438	147	152	34.74	9.34
Rv0194	Rv0194	multidrug ABC transporter ATPase/permease	hypoxia_late:28%; ctl_stationary:14%; human_sputum:14%	1.4883	0.00498551278886985	208.68	148	296	284	195	145	127.83	43.42
vapC46	Rv3384c	ribonuclease VapC46	high_iron:9%	1.5726	0.00999234301829522	205.54	183	238	217	191	201	152.18	47.41
mftB	Rv0692	mycofactocin system protein MftB	nutrient_limitation:17%; tyloxopol:14%	1.4359	0.00589573860632613	203.9	159	303	193	211	168	1265.71	455.38
vapC6	Rv0656c	ribonuclease VapC6	PBS_RIF_DDmtb:16%	1.9152	0.0266354999768703	208.23	283	148	170	156	311	47.11	9.61
Rv2406c	Rv2406c	hypothetical protein	cholesterol:12%; acidic:10%; acidic_tyloxopol:10%	1.4603	0.00710839734146885	204.03	170	289	225	208	143	410.57	143.85
glyA2	Rv0070c	serine hydroxymethyltransferase	hypoxia_late:13%; acidic_tyloxopol:11%	1.4838	0.00703746552150092	208.11	165	286	246	196	161	89.21	29.78
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	1.4355	0.00588616387441228	207.59	158	306	189	214	185	3911.51	1411.31
Rv1888A	Rv1888A	conserved hypothetical protein	PBS_RIF_DDmtb:16%	2.2278	0.048579051367065	207.25	422	81	102	171	371	66.61	8.87
aprA	Rv2395A	acid and phagosome regulated protein AprA	acidic:18%; cholesterol:15%; nutrient_limitation:13%	1.4408	0.00557501035549869	208.58	153	304	183	210	207	5068.08	1827.18
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	1.4301	0.00593811902757642	207.77	162	305	229	215	146	444.41	159.97
vapB6	Rv0657c	antitoxin VapB6	INDIGO_exponential:8%	3.2336	0.1022228661753	199.64	623	15	12	325	413	43.21	0
kstR2	Rv3557c	HTH-type transcriptional regulator KstR2	human_sputum:40%	1.4307	0.00626010935651445	208.35	167	308	206	216	160	598.39	215.27
hycE	Rv0087	formate hydrogenase HycE	hypoxia_late:21%	1.5266	0.00891030431544701	213.9	173	269	268	181	189	44.53	13.81
Rv3659c	Rv3659c	conjugal transfer protein	hypoxia_late:28%; PBS_RIF_DDmtb:23%; ctl_stationary:13%	1.7152	0.0122553503644596	225.9	182	204	429	149	209	34.24	8.71
miaA	Rv2727c	tRNA delta(2)-isopentenylpyrophosphate transferase	microaerophilic:23%; hypoxia_late:17%	1.5175	0.00931287777093273	214.11	186	272	244	199	177	83.83	27.01
lipW	Rv0217c	esterase LipW	hypoxia_late:24%	1.5295	0.00940609625813173	217.14	172	260	275	193	195	82.08	26
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	1.9538	0.031007261444627	218.5	366	146	188	136	300	27.92	5.05
Rv2253	Rv2253	hypothetical protein	PBS_RIF_DDmtb:21%; human_sputum:15%; ctl_stationary:14%; hypoxia_late:11%	1.7683	0.0228010977539653	214.01	245	176	219	165	275	41.92	9.98
Rv3549c	Rv3549c	short-chain type dehydrogenase/reductase	human_sputum:32%; hypoxia_fatty_acids:11%; microaerophilic:11%	1.4111	0.00649592262655015	214.38	166	314	203	221	182	627.81	229.7
Rv3182	Rv3182	hypothetical protein	human_sputum:12%; hypoxia_hypoxic:12%; hypoxia_fatty_acids:10%	1.4998	0.00989892104480548	218.88	189	264	258	207	183	254.8	85.35
vapC21	Rv2757c	ribonuclease VapC21	human_sputum:16%; hypoxia_late:12%	2.1263	0.0496236293072292	223.43	412	100	166	163	353	29.01	3.59
Rv3352c	Rv3352c	oxidoreductase	hypoxia_late:39%; ctl_stationary:12%	2.6285	0.0963864067630553	211.38	579	36	48	279	361	19.83	0
Rv3845	Rv3845	hypothetical protein	hypoxia_late:25%	1.769	0.0276204504164995	218.9	286	175	143	185	334	54.19	12.81
vapC13	Rv1838c	ribonuclease VapC13	human_sputum:10%	1.5036	0.0113719105847004	225.21	202	266	273	206	186	218.54	72.67
Rv0770	Rv0770	oxidoreductase	hypoxia_late:16%; butyrate:12%; ctl_stationary:10%	1.5125	0.0106261943071785	234.45	187	270	325	205	199	80.65	25.92
Rv2327	Rv2327	hypothetical protein	human_sputum:19%; butyrate_plus_glucose:12%	1.4337	0.00848751254225462	228.68	180	300	309	218	157	343.38	122.29
Rv3230c	Rv3230c	stearoyl-CoA 9-desaturase electron transfer protein	zinc_limitation:19%; PBS_RIF_DDmtb:11%	1.3873	0.00719483972728998	222.99	177	325	222	230	176	349.44	129.52
MT3282	MT3282	hypothetical protein	hypoxia_late:23%; zinc_limitation:11%; ctl_stationary:11%	3.1039	0.123129017380739	213.16	695	20	16	321	410	36.85	0
clpC2	Rv2667	ATP-dependent protease ATP-binding subunit ClpC	hypoxia_late:30%; PBS_RIF_DDmtb:23%; ctl_stationary:11%	1.6668	0.0199381679689415	235.11	224	216	318	167	264	37.56	9.79
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	1.6453	0.020808232409757	230.09	231	223	224	198	278	92.68	25.72
clgR	Rv2745c	transcriptional regulator ClgR	ctl_stationary:25%; hypoxia_fatty_acids:20%; microaerophilic:11%	1.3824	0.00745683191813335	228.82	175	326	215	233	208	1810.68	677.52
Rv1875	Rv1875	hypothetical protein	low_iron:18%; hypoxia_fatty_acids:14%	1.3829	0.00860733276842514	221.29	192	319	195	244	171	405.42	149.68
Rv2771c	Rv2771c	hypothetical protein	ctl_exponential:8%	1.5353	0.0152144655777269	232.83	214	247	287	200	221	119.59	38.12
glnB	Rv2919c	nitrogen regulatory protein P-II	nutrient_limitation:14%	1.4872	0.0115900924923762	238.7	195	277	312	217	203	230.11	77.09
Rv2035	Rv2035	hypothetical protein	hypoxia_fatty_acids:51%	1.7998	0.0208678214191361	252.09	205	167	545	150	274	50.75	11.9
dgt	Rv2344c	deoxyguanosine triphosphate triphosphohydrolase	hypoxia_late:12%	1.4688	0.00826340476150602	247.92	168	288	505	197	151	106.87	36.46
hycD	Rv0084	formate hydrogenlyase HycD	hypoxia_late:9%	1.404	0.00937416955630287	240.25	185	312	322	228	174	154	55.43
MTS1850	MTS1850	small intergenic RNA	acidic:16%; cholesterol:13%; nutrient_limitation:12%	1.3623	0.00801902357303125	238.87	176	335	213	241	243	3927.19	1496.64
Rv0523c	Rv0523c	hypothetical protein	hypoxia_late:13%	1.7589	0.029254863441828	244.06	274	187	301	184	288	61.29	14.93
bioD	Rv1570	ATP-dependent dethiobiotin synthetase BioD	hypoxia_late:27%	1.3755	0.0101112887644225	235.55	206	323	216	247	196	186.33	68.49
nrdB	Rv0233	ribonucleoside-diphosphate reductase subunit beta NrdB	microaerophilic:23%; hypoxia_fatty_acids:18%	1.3712	0.00941748834178648	236.1	194	327	250	243	180	162.59	60.14
pks2	Rv3825c	phthioceranic/hydroxyphthioceranic acid synthase	nutrient_limitation:20%; PBS_RIF_DDmtb:15%; acidic:11%	1.3961	0.00762429383000429	246.43	160	321	271	225	271	530.84	196.94
vapB12	Rv1721c	antitoxin VapB12	hypoxia_late:20%	1.7546	0.0361747280700375	237.72	429	182	164	175	284	115.15	29.32
Rv0769	Rv0769	oxidoreductase	butyrate:16%; hypoxia_fatty_acids:11%; ctl_stationary:10%	1.4174	0.0119082589147768	241.74	210	302	265	227	211	113.08	39.77
Rv1513	Rv1513	hypothetical protein	hypoxia_late:11%	1.4033	0.01057675099125	244.37	197	311	304	231	192	162.54	58.3
Rv1682	Rv1682	hypothetical protein	nutrient_limitation:19%; PBS_RIF_DDmtb:11%	1.401	0.00843634225972507	250.25	179	315	423	226	153	249.51	91.21
Rv1939	Rv1939	oxidoreductase	hypoxia_late:18%; microaerophilic:16%	2.3571	0.117033187991892	235.49	596	61	56	301	387	14.09	0
mcr7	Rvnc0014	putative small regulatory RN	acidic:15%; cholesterol:13%; nutrient_limitation:12%	1.3657	0.00824626320670127	246.41	174	333	249	236	253	3834.24	1459.01
Rv1893	Rv1893	hypothetical protein	acidic_tyloxopol:15%	1.4334	0.0143215184608694	243.98	213	295	256	235	225	336.77	117.54
Rv0265c	Rv0265c	iron ABC transporter substrate-binding lipoprotein	hypoxia_late:11%	1.4331	0.0118015109363084	247.4	209	307	307	223	202	91.41	31.43
Rv0232	Rv0232	transcriptional regulator	hypoxia_fatty_acids:16%; microaerophilic:11%	1.4024	0.0113934869545187	245.66	204	310	295	232	198	156.49	56.12
Rv2688c	Rv2688c	antibiotic ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%; ctl_stationary:10%	1.4321	0.0122417405744319	246.61	208	298	324	219	197	93.28	32.51
Rv2390c	Rv2390c	hypothetical protein	hypoxia_rar:14%; nutrient_limitation:10%	1.3586	0.0103544741739509	245.62	203	332	253	259	193	263.16	98.21
MT1367.1	MT1367.1	hypothetical protein	microaerophilic:17%; hypoxia_late:11%	2.2365	0.111233600884332	239.34	625	75	66	237	407	77.25	9.6
Rv2489c	Rv2489c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	2.1792	0.110580149840202	240.71	654	80	74	220	385	30.92	3.25
Rv1254	Rv1254	acyltransferase	hypoxia_fatty_acids:9%	1.3328	0.0105948787832223	256.82	207	343	308	263	181	160.13	61.07
Rv1572c	Rv1572c	conserved hypothetical protein	hypoxia_late:27%	3.3522	0.182601914306074	241.11	705	12	15	412	550	53.68	0
Rv1686c	Rv1686c	ABC transporter permease	hypoxia_late:18%; PBS_RIF_DDmtb:16%	1.7192	0.0398081693981153	264.6	310	207	266	186	376	27.12	6.07
modC	Rv1859	molybdenum ABC transporter ATP-binding protein ModC	human_sputum:14%	1.3225	0.0108644632247296	259.83	212	349	311	267	179	208.44	80.54
Rv0801	Rv0801	hypothetical protein	ctl_exponential:10%	1.414	0.0189522522643494	260.76	237	301	264	254	250	172.89	60.53
Rv0080	Rv0080	hypothetical protein	hypoxia_fatty_acids:19%	1.2996	0.0105566880057426	265.58	201	360	248	274	257	2252.81	895.17
lipF	Rv3487c	carboxylesterase LipF	nutrient_limitation:18%; acidic:10%; INDIGO_exponential:10%	1.2836	0.0112145003430733	264.49	211	370	260	280	216	442.24	176.74
Rv3542c	Rv3542c	hypothetical protein	human_sputum:17%; hypoxia_fatty_acids:16%	1.334	0.0108707524935783	272.38	200	342	419	262	175	224.5	86.05
echA19	Rv3516	enoyl-CoA hydratase EchA19	hypoxia_fatty_acids:18%; human_sputum:15%; hypoxia_late:11%	1.3618	0.0109327735080462	275.94	193	330	490	248	172	231.02	86.46
MT3744	MT3744	hypothetical protein	hypoxia_late:33%; ctl_stationary:18%; PBS_RIF_DDmtb:15%	3.1702	0.195384352574993	245.4	713	16	22	407	518	42.56	0
fadD9	Rv2590	fatty-acid--CoA ligase FadD9	nutrient_limitation:34%; butyrate_plus_glucose:17%; PBS_RIF_DDmtb:12%	1.3308	0.0101544302129853	276.6	188	350	363	257	245	351.56	136.29
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	2.9017	0.186719248386986	243.27	832	26	25	336	429	65.58	2.31
Rv2304c	Rv2304c	hypothetical protein	hypoxia_late:13%; PBS_RIF_DDmtb:10%	1.5056	0.0310771008994554	267.79	280	249	191	271	362	125.06	39.03
Rv1414	Rv1414	hypothetical protein	hypoxia_late:20%	1.5676	0.0364241308660189	268.02	337	236	247	212	319	68.65	20.11
Rv0571c	Rv0571c	hypothetical protein	ctl_stationary:21%; hypoxia_late:15%	1.2993	0.0122812404223931	268.54	217	358	321	275	190	145.12	56.53
Rv0324	Rv0324	transcriptional regulator	hypoxia_fatty_acids:20%; hypoxia_late:16%; ctl_stationary:12%	1.5641	0.0286416614793966	278.89	264	242	412	209	287	47.74	13.77
Rv1049	Rv1049	transcriptional repressor	human_sputum:30%; hypoxia_late:23%	1.3485	0.0160792061061631	270.06	235	337	310	265	213	285.52	106.92
lppG	Rv1946c	lipoprotein	acidic_tyloxopol:10%	1.4468	0.026917116483232	268.97	277	282	223	255	312	78.04	25.59
Rv3785	Rv3785	hypothetical protein	INDIGO_exponential:9%	1.2908	0.0136429154131662	268.3	226	365	267	282	214	135.16	52.71
mpr12	Rvnc0016	fragment of putative small regulatory RNA	human_sputum:12%	1.5658	0.0419179003315671	269.14	322	229	201	239	373	228.3	68.36
PPE43	Rv2768c	PPE family protein PPE43	hypoxia_late:24%	1.363	0.0168127732413864	274.97	229	329	341	249	237	61.17	21.95
Rv2961	Rv2961	transposase	hypoxia_late:31%; ctl_stationary:14%	1.9056	0.0851899920238527	282.94	438	143	289	187	422	32.45	5.82
Rv2331	Rv2331	hypothetical protein	nutrient_limitation:11%	1.4829	0.0314220427603998	272.69	305	265	237	245	316	83.67	26.61
Rv3861	Rv3861	hypothetical protein	hypoxia_fatty_acids:35%; zinc_limitation:24%	1.2655	0.0135245048079142	270.29	233	378	257	294	205	715.81	289.24
Rv0691A	Rv0691A	electron carrier mycofactocin	nutrient_limitation:15%; tyloxopol:13%; acidic_tyloxopol:11%	1.2661	0.0136649246148724	271.79	232	379	254	297	212	1115.47	449.47
MT1746.1	MT1746.1	hypothetical protein	microaerophilic:29%; hypoxia_fatty_acids:28%	2.9417	0.208566091790487	262.92	753	23	17	453	549	32.95	0
Rv0121c	Rv0121c	hypothetical protein	hypoxia_late:15%	1.6929	0.0745443422048643	276.64	480	198	169	204	396	37.84	9.16
Rv3654c	Rv3654c	hypothetical protein	hypoxia_late:30%	1.458	0.0320808222666611	280.93	294	262	270	252	330	131.53	43.46
pks3	Rv1180	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:12%	1.2644	0.012939786704959	285.08	223	386	328	289	217	229.09	92.44
Rv0135c	Rv0135c	transcriptional regulator	hypoxia_fatty_acids:13%	1.2647	0.0139988726266231	289.28	225	376	369	292	206	393.87	158.99
alkB	Rv3252c	transmembrane alkane 1-monooxygenase AlkB	nutrient_limitation:47%; PBS_RIF_DDmtb:21%	1.2613	0.0127750550853017	289.58	216	385	333	291	239	402.16	163.71
vapB21	Rv2758c	antitoxin VapB21	human_sputum:30%	1.5639	0.0540355643912559	289.37	361	235	277	238	348	89.33	26.29
Rv3032A	Rv3032A	hypothetical protein	tyloxopol:11%	1.4777	0.03765357149683	287.65	309	255	305	234	342	73.15	23.3
vapB10	Rv1398c	antitoxin VapB10	nutrient_limitation:21%; cholesterol:15%	1.2539	0.0129167858834441	289.83	215	394	240	293	324	10388.21	4270.04
Rv2657c	Rv2657c	prophage protein	acidic_tyloxopol:10%	1.2716	0.0194374760896849	284.67	261	371	274	299	228	506.28	202.01
MT1305.1	MT1305.1	hypothetical protein	ctl_stationary:22%; hypoxia_late:17%; PBS_RIF_DDmtb:12%	2.5217	0.210704345332432	269.71	720	37	41	405	514	19.05	0
cydC	Rv1620c	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC	hypoxia_late:25%	1.3302	0.0179821801624301	298.14	236	345	437	256	240	44.56	16.22
tgs4	Rv3088	diacyglycerol O-acyltransferase	hypoxia_late:13%; nutrient_limitation:10%	1.3332	0.0206531896981789	295.97	242	340	396	261	255	44.53	16.07
Rv3770A	Rv3770A	A transposase	zinc_limitation:41%; hypoxia_late:12%	1.9621	0.141448269297429	282.37	537	108	146	268	484	55.24	9.49
kstD	Rv3537	3-oxosteroid 1-dehydrogenase	hypoxia_fatty_acids:31%; human_sputum:11%	1.268	0.0133660679099391	299.03	218	383	406	286	227	264.65	106.8
Rv0396	Rv0396	hypothetical protein	hypoxia_late:29%; human_sputum:12%; ctl_stationary:10%	2.3587	0.199475123153285	275.47	717	54	49	399	479	15.25	0
Rv2323c	Rv2323c	hypothetical protein	ctl_stationary:15%; hypoxia_late:12%; hypoxia_fatty_acids:11%; PBS_RIF_DDmtb:10%	1.3981	0.0231392744519781	300.12	243	313	453	246	268	57.2	19.55
Rv1870c	Rv1870c	hypothetical protein	INDIGO_exponential:14%; nutrient_limitation:11%	1.2581	0.017811366488597	290.56	247	377	303	298	238	202.87	81.32
Rv2912c	Rv2912c	TetR family HTH-type transcriptional regulator	hypoxia_fatty_acids:53%; butyrate:13%	1.3279	0.0223889703828453	295.95	252	344	332	287	270	109.18	40.43
mutT2	Rv1160	8-oxo-dGTP diphosphatase	hypoxia_late:18%	1.3264	0.0243054061831636	293.01	267	339	320	283	260	163.15	61.16
Rv2022c	Rv2022c	hypothetical protein	hypoxia_fatty_acids:13%; human_sputum:12%	1.3116	0.0191351879437044	299.07	234	348	388	285	254	133.95	50.76
Rv1179c	Rv1179c	hypothetical protein	high_iron:8%	1.2633	0.0131387311432342	299.34	219	390	418	284	215	123.62	49.62
Rv0690c	Rv0690c	hypothetical protein	high_iron:9%	1.2439	0.0168681063669552	293.15	244	395	296	309	235	127.25	51.24
Rv2776c	Rv2776c	oxidoreductase	PBS_RIF_DDmtb:12%	1.2294	0.016490676484989	294.36	241	397	291	314	242	154.1	62.87
mazE3	Rv1103c	antitoxin MazE3	ctl_stationary:12%	1.2762	0.0217290430899385	296.35	259	362	294	303	269	256.8	100.66
MTS0900	MTS0900	small intergenic RNA	butyrate:33%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	1.2312	0.014345684754492	298.53	227	398	293	306	281	3996.24	1667.88
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	1.7332	0.0799224497075575	307.51	472	177	456	179	321	55.71	13.92
Rv3750c	Rv3750c	excisionase	acidic_tyloxopol:16%; ctl_exponential:11%	1.4602	0.0547615125701491	297.3	339	259	233	272	398	60.01	18.94
Rv2913c	Rv2913c	D-amino acid aminohydrolase	hypoxia_fatty_acids:53%; butyrate:18%	1.2694	0.0169293507770788	310.34	238	388	445	290	220	77.06	30.19
MT2520.1	MT2520.1	hypothetical protein	hypoxia_rar:7%	1.2172	0.0161433383244052	298.92	239	401	302	317	249	860.89	360.6
cydA	Rv1623c	cytochrome D ubiquinol oxidase subunit I CydA	tyloxopol:10%	1.2053	0.0167128905784519	298.31	255	416	283	323	231	160.51	66.93
Rv2661c	Rv2661c	hypothetical protein	ctl_stationary:19%; acidic_tyloxopol:16%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%	1.2802	0.0230325553293396	300.37	257	354	298	311	286	162.67	63.17
cydB	Rv1622c	cytochrome D ubiquinol oxidase subunit II CydB	hypoxia_fatty_acids:10%	1.387	0.0236346212676185	322.13	240	316	610	242	263	50.58	17.44
MT2375	MT2375	hypothetical protein	INDIGO_exponential:10%	1.463	0.0547710044084202	302.08	372	261	263	269	355	250.84	82.47
MT3754	MT3754	hypothetical protein	hypoxia_late:14%	1.4323	0.0510498258927861	300.99	329	274	226	288	402	114	37.73
MT3767.3	MT3767.3	hypothetical protein	hypoxia_late:23%; PBS_RIF_DDmtb:16%; ctl_stationary:14%; human_sputum:13%	3.0392	0.26514878066454	293.19	835	17	10	573	650	38.98	0
MT1909	MT1909	hypothetical protein	hypoxia_late:33%	2.389	0.2373823930235	292.67	733	49	122	346	476	51.24	3.86
Rv1831	Rv1831	hypothetical protein	low_iron:7%	1.2009	0.0169269565748917	302.79	249	413	299	333	236	1016.27	430.18
argB	Rv1654	acetylglutamate kinase	microaerophilic:13%; hypoxia_hypoxic:11%; hypoxia_late:10%; zinc_limitation:10%	1.2114	0.0176886269686034	306.78	251	404	348	322	226	218.89	91.26
ppdK	Rv1127c	pyruvate, phosphate dikinase PpdK	hypoxia_late:8%	1.2191	0.0177361002970728	309.84	246	403	383	315	223	134.95	55.53
Rv1444c	Rv1444c	hypothetical protein	acidic_tyloxopol:9%	1.2946	0.026301208081001	312.85	278	355	354	305	277	179.71	68.8
Rv3857c	Rv3857c	membrane protein	human_sputum:13%	1.3054	0.0282127341032492	310.62	273	336	290	313	344	229.88	86.68
Rv0887c	Rv0887c	hypothetical protein	low_iron:21%; PBS_RIF_DDmtb:13%	2.0023	0.141223607529436	322.95	514	116	518	229	343	22.16	2.82
Rv2086	Rv2086	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%; microaerophilic:11%	1.9525	0.16139917018815	309.6	617	111	272	224	447	13.96	1.21
arfB	Rv0900	membrane protein	ctl_stationary:7%	1.5896	0.0844475477612537	317.66	380	213	280	264	486	116.54	33.1
trpD	Rv2192c	anthranilate phosphoribosyltransferase	microaerophilic:28%; hypoxia_late:12%	1.2177	0.0184011295776988	312.7	253	407	365	324	232	183.17	75.48
Rv3235	Rv3235	hypothetical protein	hypoxia_late:15%	1.2593	0.0207203464728945	320.6	248	369	470	296	246	160.95	64.55
helY	Rv2092c	ATP-dependent DNA helicase HelY	cholesterol:9%	1.2575	0.0151045449961193	329.86	228	387	647	278	194	84.75	34.01
MT2653	MT2653	hypothetical protein	hypoxia_late:27%; ctl_stationary:21%; PBS_RIF_DDmtb:11%	2.9046	0.281157799659849	296.65	819	21	18	570	615	32.7	0
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	1.2084	0.0194821736370478	312.61	258	405	334	331	248	211.48	87.92
