GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
Rv0383c	Rv0383c	hypothetical protein	hypoxia_fatty_acids:8%	6.7126	0.00145752631417771	282.41	162	231	206	218	728	672.12	0
dnaJ2	Rv2373c	chaperone protein DnaJ	microaerophilic:16%	6.5618	0.000544262380317725	302.8	172	321	338	183	579	538.89	0
aprB	Rv2395B	acid and phagosome regulated protein AprB	nutrient_limitation:22%; acidic:18%	7.6786	0.0464231887485336	380.67	230	23	23	383	2833	2491.16	0
esxK	Rv1197	ESAT-6 like protein EsxK	hypoxia_hypoxic:11%; hypoxia_rar:11%	6.5487	0.00062481971687418	299.71	167	214	581	877	28	1690.86	2.92
fadD19	Rv3515c	long-chain-fatty-acid--CoA ligase FadD19	hypoxia_fatty_acids:41%; ctl_stationary:10%	6.4268	0.000191540074092247	309.67	175	479	439	150	387	427.66	0
MT0726.1	MT0726.1	hypothetical protein	human_sputum:14%; hypoxia_rar:12%	7.3859	0.0514496490497257	351.95	266	46	46	288	2205	1635.4	0
guaB2	Rv3411c	inosine-5'-monophosphate dehydrogenase	microaerophilic:18%	6.4435	0.000208543470309415	310.1	178	463	431	152	404	438.17	0
fadE27	Rv3505	acyl-CoA dehydrogenase FadE27	hypoxia_fatty_acids:14%; hypoxia_late:14%	6.5587	0.000707783724740233	312.73	174	317	372	179	613	543.41	0
garA	Rv1827	glycogen accumulation regulator GarA	acidic:9%	7.0173	0.0308532304522823	341.52	161	100	77	267	1989	1031.68	0
mycP5	Rv1796	membrane-anchored mycosin MycP	low_iron:7%	6.423	0.000220884960006911	312.83	194	495	503	138	327	417.03	0
moaB2	Rv0984	pterin-4-alpha-carbinolamine dehydratase	microaerophilic:26%; ctl_stationary:11%	6.9546	0.0312387012219276	351.83	147	117	130	251	1901	947.07	0
hemD	Rv0511	uroporphyrin-III C-methyltransferase	high_iron:11%	6.4079	0.000200525369235906	317.32	183	492	483	145	374	417.5	0
Rv3538	Rv3538	dehydrogenase	hypoxia_fatty_acids:24%; hypoxia_late:14%; human_sputum:14%	6.6706	0.00756390017800315	312.34	260	243	197	220	772	650.23	0
Rv2004c	Rv2004c	hypothetical protein	hypoxia_hypoxic:20%; cholesterol:19%; microaerophilic:14%	6.493	0.000261390649881864	339.41	180	434	635	153	412	465.95	0
Rv2621c	Rv2621c	transcriptional regulator	hypoxia_fatty_acids:18%; microaerophilic:14%; ctl_stationary:14%; low_iron:13%	6.8693	0.0264320067207757	341.87	143	156	158	223	1640	821.72	0
Rv0193c	Rv0193c	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:12%; ctl_stationary:11%; human_sputum:11%	6.3737	0.000178756538534818	319.99	189	529	517	139	330	394.27	0
devS	Rv3132c	two component sensor histidine kinase DevS	cholesterol:17%; nutrient_limitation:13%; hypoxia_hypoxic:12%	6.2509	3.12542469426036e-05	367	117	506	1018	850	2	1304.43	4.51
nuoG	Rv3151	NADH-quinone oxidoreductase subunit G	high_iron:15%; butyrate_plus_glucose:11%	6.2911	0.000139651938330134	315.8	211	678	591	110	182	335.07	0
Rv2627c	Rv2627c	hypothetical protein	cholesterol:27%; ctl_stationary:17%; butyrate:10%	6.5254	0.000767621537489443	328.18	234	358	401	171	541	511.21	0
nrdZ	Rv0570	vitamin B12-dependent ribonucleoside-diphosphate reductase	cholesterol:17%; ctl_stationary:14%; hypoxia_hypoxic:12%	6.3205	0.000166674002414041	323.4	201	597	534	137	272	362.49	0
ppsB	Rv2932	phthiocerol synthesis polyketide synthase type I PpsB	zinc_limitation:12%; human_sputum:12%; hypoxia_rar:12%	6.3015	6.63700230027499e-05	370.84	246	924	1009	54	123	264.43	0
Rv2030c	Rv2030c	hypothetical protein	cholesterol:39%; hypoxia_hypoxic:14%	6.2547	4.86570055803361e-06	419.92	76	386	1291	841	84	4018.85	13.94
accD5	Rv3280	propionyl-CoA carboxylase subunit beta	tyloxopol:11%	6.367	0.000220018046223633	331.62	191	504	447	155	449	409.95	0
rpfB	Rv1009	resuscitation-promoting factor RpfB	zinc_limitation:14%	6.5256	0.00127894417408411	329.25	168	329	357	207	694	536.33	0
adoK	Rv2202c	adenosine kinase	zinc_limitation:10%	6.5992	0.0029812044754049	342.86	205	285	378	221	733	590.17	0
rpmI	Rv1642	50S ribosomal protein L35	hypoxia_hypoxic:13%; human_sputum:10%	7.5236	0.0624877528463105	415.97	312	33	26	397	2867	2091.34	0
nusG	Rv0639	transcription termination/antitermination protein NusG	zinc_limitation:9%	6.7726	0.0314002520395633	371.02	163	184	152	246	1761	749.26	0
eccCa1	Rv3870	ESX-1 secretion system protein EccCa	microaerophilic:10%	6.312	0.00016865583384639	348.82	198	631	835	126	198	350.7	0
mbtE	Rv2380c	peptide synthetase	low_iron:44%; human_sputum:12%	6.2695	6.83859769718314e-05	384.75	296	998	981	51	117	248.89	0
lldD2	Rv1872c	L-lactate dehydrogenase	butyrate:10%	6.1215	2.37490000579874e-05	341.57	103	441	713	851	29	2388.63	8.51
PE19	Rv1791	PE family protein PE19	human_sputum:17%; hypoxia_rar:11%	7.1311	0.0517502424058156	426.4	207	61	61	368	2922	1339.94	0
sucC	Rv0951	succinyl-CoA ligase subunit beta	hypoxia_hypoxic:9%	6.4714	0.00136105218899826	355.13	177	370	450	205	684	502.66	0
Rv2204c	Rv2204c	hypothetical protein	human_sputum:8%	7.0674	0.0552183596795484	417.32	241	74	69	332	2651	1200.17	0
hsaF	Rv3534c	4-hydroxy-2-oxovalerate aldolase	microaerophilic:38%; hypoxia_fatty_acids:18%	6.5029	0.00728015717409646	347.34	179	328	358	222	777	536	0
vapB17	Rv2526	antitoxin VapB17	hypoxia_late:23%; human_sputum:13%; ctl_stationary:11%	7.3469	0.0625601917418715	436.72	284	44	45	384	2992	1733.07	0
lpdC	Rv0462	dihydrolipoamide dehydrogenase	INDIGO_exponential:9%	6.3665	0.000613305710500339	354.06	196	466	393	188	623	435.47	0
Rv1794	Rv1794	hypothetical protein	hypoxia_rar:9%	6.3967	0.000343394081867721	404.95	165	383	1665	566	13	711.41	0.91
aroG	Rv2178c	phospho-2-dehydro-3-deoxyheptonate aldolase AroG	INDIGO_exponential:10%	6.3897	0.00080078245106177	378.15	199	458	560	189	591	443.76	0
fadA6	Rv3556c	acetyl-CoA acetyltransferase FadA	human_sputum:21%; hypoxia_fatty_acids:12%	6.4358	0.00288100625611989	370.89	208	395	404	210	751	491.28	0
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	6.4375	0.00579252346138397	368.49	195	380	399	219	770	496.23	0
esxP	Rv2347c	ESAT-6 like protein EsxP	hypoxia_hypoxic:11%; hypoxia_rar:11%	6.5106	0.000877037696033503	428.38	176	221	1620	862	33	1663.74	3.01
qcrC	Rv2194	ubiquinol-cytochrome C reductase cytochrome subunit C	tyloxopol:12%; INDIGO_exponential:11%	6.6497	0.0380395704302597	416.99	185	249	264	229	1709	645.6	0
Rv0823c	Rv0823c	tRNA-dihydrouridine synthase	low_iron:14%; INDIGO_exponential:11%	6.4056	0.00445511097155835	363	197	412	345	216	765	477.97	0
accD1	Rv2502c	acetyl-/propionyl-CoA carboxylase subunit beta	low_iron:17%; microaerophilic:13%; butyrate:12%	6.2843	0.000525671499434286	372.9	214	538	442	185	581	390.6	0
rplS	Rv2904c	50S ribosomal protein L19	hypoxia_rar:8%	7.0477	0.0647115279452284	449.43	251	73	76	385	2838	1201.41	0
rpsD	Rv3458c	30S ribosomal protein S4	tyloxopol:10%	6.7659	0.0523000397393171	433.58	204	169	188	277	2160	792.36	0
eccE5	Rv1797	ESX-5 type VII secretion system protein EccE	acidic:8%	6.4149	0.0019783212996697	386.82	215	424	481	211	709	473.47	0
ponA2	Rv3682	bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase	zinc_limitation:13%	6.2018	0.000170809261829806	371.98	245	734	709	128	248	314.1	0
rpsO	Rv2785c	30S ribosomal protein S15	INDIGO_exponential:10%	7.143	0.0679552396372773	474.32	276	57	53	442	3184	1403.69	0
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	7.0013	0.061601727678091	470.49	227	78	80	410	3065	1172.02	0
relA	Rv2583c	bifunctional (p)ppGpp synthase/hydrolase RelA	acidic:11%; microaerophilic:10%	6.2077	0.000200115346350236	382.47	253	721	734	133	269	317.8	0
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	6.3443	0.00167886558728773	382.01	216	465	406	213	714	436.53	0
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	6.2383	0.000287689220334166	387.24	238	616	594	156	453	353.4	0
whiB6	Rv3862c	transcriptional regulator WhiB6	hypoxia_fatty_acids:39%; zinc_limitation:24%	7.0834	0.0776348003467275	444.34	326	69	83	336	2662	1223.87	0
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	6.4312	0.00138447281729436	423.97	203	250	1220	977	45	1535.07	2.88
otsA	Rv3490	trehalose-phosphate synthase	INDIGO_exponential:10%	6.3022	0.000911358710020811	391.22	249	516	488	182	616	403.75	0
sepF	Rv2147c	cell division protein SepF	tyloxopol:11%; high_iron:10%	6.6466	0.0476472274902843	444.11	220	224	195	262	2063	680.03	0
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	6.2318	0.000283747080123301	388.48	270	651	590	151	401	342.64	0
bfrB	Rv3841	bacterioferritin BfrB	cholesterol:26%; butyrate:11%	6.8378	0.0659605768208389	436.3	307	135	122	294	2219	868.47	0
Rv3249c	Rv3249c	TetR family transcriptional regulator	nutrient_limitation:41%; PBS_RIF_DDmtb:23%	6.7114	0.0521233602837601	447.55	202	185	199	287	2201	748.45	0
rplQ	Rv3456c	50S ribosomal protein L17	high_iron:8%	6.7909	0.0613203561452042	462.84	231	150	186	305	2403	841.55	0
lgt	Rv1614	prolipoprotein diacylglyceryl transferase	ctl_exponential:14%; high_iron:12%; INDIGO_exponential:10%	6.3128	0.00159938674573391	398.83	242	490	476	203	681	417.51	0
vapC17	Rv2527	ribonuclease VapC17	human_sputum:18%; hypoxia_late:10%	6.9736	0.0791383148154362	453.76	332	91	91	322	2628	1072.83	0
Rv0569	Rv0569	hypothetical protein	cholesterol:23%; ctl_stationary:20%	7.0939	0.0717279776222416	498.63	277	60	60	457	3380	1359.61	0
Rv1376	Rv1376	hypothetical protein	hypoxia_late:11%; human_sputum:10%	6.2837	0.00108807222277928	409.42	219	522	592	192	642	398.88	0
PE_PGRS5	Rv0297	PE-PGRS family protein PE_PGRS5	acidic:16%; low_iron:10%	6.215	0.000428792092883023	394.13	235	608	531	170	538	356.23	0
hadC	Rv0637	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	INDIGO_exponential:11%	6.7559	0.058375078156385	481.84	213	147	148	351	2718	843.6	0
mce1C	Rv0171	Mce family protein Mce1C	butyrate_plus_glucose:14%; acidic_tyloxopol:11%	6.2871	0.000948161818321345	417.9	229	530	678	178	609	396.23	0
topA	Rv3646c	DNA topoisomerase I	high_iron:10%	6.1237	0.000172065091095565	385.31	301	840	719	121	196	281.22	0
dlaT	Rv2215	pyruvate dehydrogenase E2 component dihydrolipoamide acyltransferase	high_iron:8%	6.2519	0.000797267134713916	416.93	258	571	626	177	567	375.25	0
blaI	Rv1846c	transcriptional repressor BlaI	cholesterol:14%	6.874	0.0699445166433617	485.61	243	108	124	387	2851	983.54	0
fadD2	Rv0270	fatty-acid--CoA ligase FadD2	cholesterol:14%	6.229	0.000694696151426637	416.72	236	586	608	187	584	366.87	0
htrA	Rv1223	serine protease HtrA	PBS_RIF_DDmtb:13%	6.2448	0.00105228157519047	409.86	282	558	479	190	632	379.6	0
Rv3224	Rv3224	iron-regulated short-chain dehydrogenase/reductase	ctl_exponential:10%	6.5466	0.0491599975244273	463.9	239	279	224	261	1972	596.55	0
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	6.5403	0.0513840589175238	463.77	240	290	300	232	1815	577.24	0
Rv0338c	Rv0338c	iron-sulfur-binding reductase	tyloxopol:10%	6.1229	0.000174441139447258	407.27	283	815	801	129	252	286.73	0
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	6.5791	0.0516838340170419	476.43	221	253	221	280	2187	640.99	0
mce1D	Rv0172	Mce family protein Mce1D	butyrate_plus_glucose:15%; acidic_tyloxopol:10%	6.2283	0.00104569415570734	410.21	259	573	472	197	649	374.63	0
Rv0175	Rv0175	Mce associated membrane protein	acidic:11%	6.6119	0.0532947142148299	491.37	209	217	187	323	2500	693.17	0
Rv3502c	Rv3502c	short-chain type dehydrogenase/reductase	hypoxia_fatty_acids:17%; microaerophilic:14%; cholesterol:10%	6.4905	0.0479293535076706	473.03	232	314	301	240	1845	548.55	0
MTS1635	MTS1635	small intergenic RNA	human_sputum:13%	6.9296	0.0757979405323817	513.25	255	89	92	454	3246	1103.88	0
nadB	Rv1595	L-aspartate oxidase	microaerophilic:16%; low_iron:12%	5.8678	3.80735598108246e-05	365.01	130	563	562	908	43	1400.73	5.34
tsf	Rv2889c	elongation factor EF-Ts	zinc_limitation:8%	6.5308	0.0496679854512726	490.16	200	274	319	268	2095	597.74	0
pirG	Rv3810	cell surface protein	tyloxopol:13%	6.4715	0.0459122564650436	490.32	212	304	244	276	2161	563.37	0
Rv0146	Rv0146	S-adenosylmethionine-dependent methyltransferase	PBS_RIF_DDmtb:13%; low_iron:11%	6.4621	0.0463126820430239	487.3	210	319	299	265	1976	541.4	0
Rv0248c	Rv0248c	succinate dehydrogenase flavoprotein subunit	tyloxopol:9%	6.1862	0.000440918449991226	438.18	248	668	783	166	493	337.99	0
accA1	Rv2501c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:40%; low_iron:10%	6.181	0.000456796826573082	438.68	279	687	721	165	489	335.71	0
PE22	Rv2107	PE family protein PE22	hypoxia_late:24%; hypoxia_hypoxic:16%; human_sputum:12%	6.9853	0.0826803870885829	529.17	291	72	82	469	3453	1207.59	0
Rv3549c	Rv3549c	short-chain type dehydrogenase/reductase	human_sputum:32%; hypoxia_fatty_acids:11%; microaerophilic:11%	6.5799	0.0614843622640275	503.64	233	256	360	266	2085	631.85	0
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	6.0555	0.000170782362061349	428.13	315	919	855	120	231	263.7	0
Rv2706c	Rv2706c	hypothetical protein	human_sputum:13%; butyrate:11%; hypoxia_fatty_acids:11%	7.0848	0.0939465893022894	524.45	335	58	56	477	3512	1365.15	0
Rv2468c	Rv2468c	hypothetical protein	ctl_exponential:9%	6.6966	0.0696874600990144	522.39	263	163	132	403	2887	805.46	0
secE1	Rv0638	preprotein translocase SecE	zinc_limitation:10%	6.7268	0.0739080976950761	524.39	278	151	134	407	2893	835.03	0
ideR	Rv2711	iron-dependent repressor and activator IdeR	PBS_RIF_DDmtb:11%	6.5444	0.0592784271603704	527.17	226	251	247	329	2507	641.85	0
hemC	Rv0510	porphobilinogen deaminase	high_iron:8%	6.4156	0.0488247822160968	518.58	218	341	329	272	2116	524.19	0
mtrB	Rv3245c	two component sensory histidine kinase MtrB	PBS_RIF_DDmtb:11%	6.1772	0.00115878100805892	453.31	267	622	681	191	638	352.08	0
PE_PGRS41	Rv2396	acid and phagosome regulated protein AprC	nutrient_limitation:19%; acidic:15%	6.3647	0.0439359807121575	520.4	237	418	359	250	1889	477.44	0
Rv0315	Rv0315	beta-1,3-glucanase	tyloxopol:12%	6.4253	0.0523848476339744	521.35	225	327	287	292	2214	538	0
esxJ	Rv1038c	ESAT-6 like protein EsxJ	hypoxia_rar:10%	6.3519	0.00395077965877539	543.69	273	284	1669	1091	87	1373.94	2.56
fadE29	Rv3543c	acyl-CoA dehydrogenase FadE29	hypoxia_fatty_acids:20%; human_sputum:11%; hypoxia_late:10%	6.3831	0.0455034925187458	525.36	222	430	525	227	1680	470.8	0
Rv3412	Rv3412	hypothetical protein	acidic_tyloxopol:8%	6.746	0.0789986369371189	550.59	287	126	126	424	3288	898.41	0
mas	Rv2940c	multifunctional mycocerosic acid synthase	zinc_limitation:11%; hypoxia_rar:11%	6.0018	1.55951650163128e-05	556.63	148	688	2396	678	21	546.51	1.33
rplM	Rv3443c	50S ribosomal protein L13	hypoxia_rar:13%; human_sputum:11%	6.7493	0.0844122863533191	548.13	280	130	174	411	3076	875.96	0
ppiA	Rv0009	iron-regulated peptidyl-prolyl cis-trans isomerase PpiA	tyloxopol:11%; ctl_exponential:11%	6.6213	0.0729619110004432	549.46	247	189	193	405	2886	738.25	0
fbpC	Rv0129c	diacylglycerol acyltransferase/mycolyltransferase Ag85C	hypoxia_hypoxic:13%; tyloxopol:11%; hypoxia_rar:10%	6.3843	0.0490955730267195	533.47	223	384	412	263	1975	494.6	0
pfkB	Rv2029c	6-phosphofructokinase PfkB	cholesterol:21%; hypoxia_hypoxic:21%	6.3971	0.051653749404114	535.96	217	377	456	259	1950	500.15	0
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	6.2976	0.00478904885125751	547.05	308	298	1511	1103	101	1318.81	2.57
ahpD	Rv2429	alkyl hydroperoxide reductase AphD	zinc_limitation:16%	6.6081	0.0740708474037833	559.18	264	190	181	394	3014	739.36	0
pks15	Rv2947c	polyketide synthase	acidic:15%; ctl_exponential:12%	6.1948	0.00721132730454201	491.5	254	568	830	214	764	374.08	0
Rv2256c	Rv2256c	hypothetical protein	cholesterol:8%	6.6122	0.0768963997753235	560.8	294	188	172	388	2996	741.04	0
Rv0298	Rv0298	antitoxin	ctl_exponential:10%	7.1514	0.125547097983499	551.12	413	52	54	480	3671	1498.66	0
dxs1	Rv2682c	1-deoxy-D-xylulose 5-phosphate synthase	high_iron:7%	6.1027	0.00114678218530698	481.74	323	719	701	195	601	319.26	0
Rv1192	Rv1192	hypothetical protein	low_iron:13%	6.4687	0.0746091400084538	546.72	311	300	285	303	2272	569.17	0
Rv1006	Rv1006	hypothetical protein	INDIGO_exponential:10%	6.1392	0.00265223050371562	509.56	327	652	828	204	686	341.81	0
Rv0426c	Rv0426c	transmembrane protein	acidic:10%	6.7479	0.105699394487575	552.06	387	132	108	414	3089	875.8	0
Rv3128c	Rv3128c	conserved hypothetical protein	ctl_stationary:18%; microaerophilic:16%; hypoxia_hypoxic:15%; cholesterol:10%	6.3261	0.0499755969209133	556.16	252	422	342	275	2155	475.49	0
MT2520.1	MT2520.1	hypothetical protein	hypoxia_rar:7%	6.7381	0.108732595269994	550.19	385	137	119	400	3030	861.04	0
wag31	Rv2145c	cell wall synthesis protein Wag31	hypoxia_hypoxic:12%	6.4513	0.0715920087917588	555.7	314	294	241	316	2470	573.02	0
Rv1480	Rv1480	hypothetical protein	high_iron:9%	6.3475	0.0551149621461962	559.53	250	387	322	302	2253	493.82	0
aroF	Rv2540c	chorismate synthase	microaerophilic:26%	6.2892	0.0515135957641639	556.63	285	469	438	242	1844	434.34	0
Rv2990c	Rv2990c	hypothetical protein	microaerophilic:16%; human_sputum:12%; high_iron:10%	5.9184	0.000666456176414989	427.63	313	603	603	1011	23	589.22	1.27
mtrA	Rv3246c	two component DNA-binding response regulator MtrA	cholesterol:12%	6.4624	0.0741578968418678	589.06	274	271	270	365	2788	606.61	0
coaE	Rv1631	dephospho-CoA kinase CoaE	high_iron:9%	6.2411	0.0492143697358849	570.1	269	491	430	257	1941	416.96	0
acg	Rv2032	NAD(P)H nitroreductase	cholesterol:23%; hypoxia_hypoxic:14%; butyrate:11%; ctl_stationary:10%	6.3193	0.0586172244155323	582.48	262	415	403	290	2210	475.57	0
rbfA	Rv2838c	ribosome-binding factor RbfA	PBS_RIF_DDmtb:17%; hypoxia_rar:10%	6.6492	0.110216087590189	570.43	376	182	213	366	2789	753.44	0
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	6.9277	0.120720562456674	601.8	368	70	78	544	3963	1214.24	0
lpqH	Rv3763	lipoprotein LpqH	acidic:14%; ctl_exponential:10%	6.656	0.105105114775768	591.12	350	168	167	432	3157	795.31	0
atpG	Rv1309	ATP synthase subunit gamma	ctl_exponential:12%; INDIGO_exponential:12%; tyloxopol:11%	6.3618	0.0641860689118728	594.26	244	364	495	281	2321	505.86	0
Rv3831	Rv3831	hypothetical protein	butyrate_plus_glucose:41%; butyrate:13%	6.5978	0.0914171930443217	603.74	310	177	182	433	3323	759.3	0
Rv2791c	Rv2791c	transposase	zinc_limitation:30%; cholesterol:12%	6.2012	0.0450857533078473	575.42	265	542	504	247	1782	387.05	0
hsaE	Rv3536c	hydratase	microaerophilic:35%; hypoxia_fatty_acids:18%	6.4167	0.0775076540367757	595.4	297	307	334	337	2562	557.93	0
clpP2	Rv2460c	ATP-dependent CLP protease proteolytic subunit 2	human_sputum:9%	6.5293	0.0875797012243373	598.07	304	244	316	359	2756	651.8	0
Rv3134c	Rv3134c	universal stress protein	cholesterol:21%; hypoxia_hypoxic:14%; nutrient_limitation:12%	5.6852	6.89928438082932e-05	459.79	152	613	919	1020	62	2277.52	10.96
mbtD	Rv2381c	polyketide synthetase	low_iron:49%; hypoxia_late:11%; human_sputum:11%	5.9477	0.000266074192236235	548.84	377	1036	1252	141	334	240.47	0
Rv0309	Rv0309	hypothetical protein	tyloxopol:12%	6.4406	0.078307936091511	609.41	295	266	266	373	2951	605.05	0
Rv0147	Rv0147	aldehyde dehydrogenase	PBS_RIF_DDmtb:11%	6.1662	0.041474968195626	573.49	271	594	546	224	1646	364.02	0
Rv0515	Rv0515	hypothetical protein	zinc_limitation:11%	6.1682	0.041683995373777	576.6	261	591	568	226	1659	365.79	0
serB2	Rv3042c	phosphoserine phosphatase SerB	tyloxopol:12%	6.2002	0.047614650406228	588.58	292	519	413	256	2035	403.76	0
gltA2	Rv0896	citrate synthase 1	tyloxopol:11%	6.2326	0.0517026760636173	597.07	257	515	632	238	1839	406.15	0
Rv0613c	Rv0613c	hypothetical protein	hypoxia_late:13%	5.9313	0.000463669243896856	533.82	365	987	876	161	516	252.9	0
metB	Rv1079	cystathionine gamma-synthase	PBS_RIF_DDmtb:10%	6.2379	0.0541176267142017	599.75	275	482	510	258	2049	422.73	0
MT1924.1	MT1924.1	hypothetical protein	human_sputum:40%; hypoxia_hypoxic:13%; low_iron:10%	6.8459	0.344631715015529	326.25	615	110	105	911	213	964.3	0
Rv0691A	Rv0691A	electron carrier mycofactocin	nutrient_limitation:15%; tyloxopol:13%; acidic_tyloxopol:11%	6.9659	0.3747019881661	322.88	667	87	93	917	218	1109.38	0
Rv1178	Rv1178	aminotransferase	high_iron:12%	6.2839	0.0659976934788036	597.57	316	450	436	270	2109	449.48	0
Rv2971	Rv2971	oxidoreductase	tyloxopol:10%	6.3252	0.0677268928957245	611.19	290	363	327	326	2641	506.99	0
Rv1751	Rv1751	oxidoreductase	high_iron:11%; ctl_exponential:10%	6.1751	0.048722377957814	589.38	305	560	484	236	1840	379.93	0
alkB	Rv3252c	transmembrane alkane 1-monooxygenase AlkB	nutrient_limitation:47%; PBS_RIF_DDmtb:21%	6.2092	0.0518644990367914	596.6	286	520	458	269	1990	404.41	0
rplF	Rv0719	50S ribosomal protein L6	high_iron:9%	6.5053	0.0887145555762317	619.56	322	223	176	431	3312	681.72	0
fadB4	Rv3141	NADPH quinone oxidoreductase FadB	INDIGO_exponential:7%	6.2968	0.0662164055954365	613.56	317	431	367	299	2385	472.99	0
Rv1683	Rv1683	bifunctional long-chain acyl-CoA synthase/lipase	microaerophilic:17%	5.8825	0.000265735637420986	551.92	388	1096	1021	148	422	229.96	0
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	6.5019	0.094438433699053	619.44	330	241	255	395	3015	654.03	0
sseA	Rv3283	thiosulfate sulfurtransferase SseA	zinc_limitation:7%	6.2907	0.0679691287895049	621.57	299	398	305	358	2604	484.93	0
adk	Rv0733	adenylate kinase	ctl_exponential:10%; tyloxopol:10%	6.526	0.0993349304266681	629.41	318	218	228	448	3201	688.63	0
MT2165.1	MT2165.1	hypothetical protein	human_sputum:32%; hypoxia_late:19%; hypoxia_hypoxic:11%	7.2949	0.423732902222769	365.39	729	42	39	1203	448	1770.54	0
pcaA	Rv0470c	cyclopropane mycolic acid synthase	zinc_limitation:8%	6.2929	0.0705467375496981	636.96	306	390	337	346	2703	492.03	0
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	6.2991	0.073439878573773	639.5	302	381	379	338	2672	494.22	0
